code,description
681260,"Asbestos: paper, millboard and felt, of a mixture with a basis of asbestos or asbestos and magnesium carbonate, whether or not reinforced (excluding goods of heading no. 6811 or 6813)"
681270,"Asbestos fibres, fabricated: compressed asbestos fibre jointing, in sheets or rolls"
681290,"Asbestos: goods n.e.s. in heading no. 6812, of a mixture with a basis of asbestos and magnesium carbonate, whether or not reinforced (excluding goods of heading no. 6811 or 6813)"
681310,"Brake linings and pads: with a basis of asbestos, of other mineral substances or of cellulose"
681390,"Friction material: unmounted, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, other than brake linings and pads"
681410,"Mica: plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials"
681490,"Mica: worked mica and articles of mica (excluding plates, sheets and strips) whether or not on a support of paper, paperboard or other materials"
681510,"Stone articles and other mineral substances, non-electrical articles of graphite or other carbon"
681520,Peat: articles of peat n.e.s. or included
681591,"Stone articles and articles of other mineral substances: containing magnesite, dolomite or chromite"
681599,Stone articles and articles of other mineral substances: n.e.s. or included in heading no. 6815
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (eg kieselguhr, tripolite or diatomite) or of similar siliceous earths"
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods: containing by weight, singly or together, more than 50% of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2o3"
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods: containing by weight more than 50% of alumina (Al2o3), of silica (SiO2) or of a mixture or compound of these"
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods: n.e.s. in item no. 6902.1 or 6902.2"
690310,"Refractory ceramic goods: containing by weight more than 50% of graphite or other forms of carbon or of a mixture of these products, excluding those of siliceous fossil meals or similar earths"
690320,"Refractory ceramic goods: containing by weight more than 50% of alumina or of a mixture or compound of alumina and of silica, excluding those of siliceous fossil meals or similar earths"
690390,"Refractory ceramic goods: composition of which n.e.s. in heading no. 6903, other than those of siliceous fossil meals or similar earths"
690410,Ceramic building bricks
690490,"Ceramic flooring blocks, supports or filler tiles and the like (excluding building bricks)"
690510,Ceramic roofing tiles
690590,"Ceramic chimney-pots, cowls, chimney liners, architectural ornaments and other constructional goods (excluding roofing tiles)"
690600,"Ceramic pipes, conduits, guttering and pipe fittings"
690710,"Ceramic tiles, cubes and similar articles: unglazed, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7cm"
690790,Ceramic flags and paving: unglazed
690810,"Ceramic tiles, cubes and similar articles: glazed, whether or not rectangular or on a backing, with the largest surface area less than a 7cm square"
690890,Ceramic flags and pavings: glazed
690911,"Ceramic wares: for laboratory, chemical or other technical uses, of porcelain or china"
690919,"Ceramic wares: for laboratory, chemical or other technical uses, other than of porcelain or china"
690990,"Ceramic wares: pots, jars and similar articles of a kind used for the conveyance or packing of goods and ceramic troughs, tubs and similar receptacles used in agriculture"
691010,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures: of porcelain or china"
691090,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures: of other than porcelain or china"
691110,Tableware and kitchenware: of porcelain or china
691190,"Household and toilet articles: n.e.s. in heading no. 6911, of porcelain or china"
691200,"Ceramic tableware, kitchenware, other household articles and toilet articles: other than of porcelain or china"
691310,"Ceramic statuettes and other ornamental ceramic articles, of porcelain or china"
691390,Ceramic statuettes and other ornamental ceramic articles: other than of porcelain or china
691410,Ceramic articles n.e.s. in chapter 69: of porcelain or china
691490,Ceramic articles n.e.s. in chapter 69: other than of porcelain or china
700100,"Glass: cullet and other waste and scrap of glass, glass in the mass"
700210,"Glass: unworked, in balls (other than microspheres of heading no. 7018)"
700220,"Glass: unworked, in rods"
700231,"Glass: unworked, in tubes, of fused quartz or other fused silica"
700232,"Glass: unworked, tubes, of glass having a linear coefficient of expansion not exceeding 5 x 10-6 per kelvin within a temperature range of 0-300 degrees C"
700239,"Glass: unworked, in tubes, other than of glass having a linear coefficient of expansion not exceeding 5 x 10-6 per kelvin within a temperature range of 0-300 degrees C, not fused quartz or other fused silica"
700311,"Glass: cast glass and rolled glass, non-wired sheets, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent or reflecting layer"
700319,"Glass: cast glass and rolled glass, non-wired sheets, (excluding those coloured throughout the mass (body tinted) opacified, flashed or having an absorbent or reflecting layer)"
700320,"Glass: cast glass and rolled glass, wired sheets, whether or not having an absorbent or reflecting layer but not otherwise worked"
700330,"Glass: cast glass and rolled glass, profiles, not otherwise worked"
700410,"Glass: drawn and blown, in sheets, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent or reflecting layer but not otherwise worked"
700490,"Glass: drawn and blown, in sheets, (other than glass coloured throughout the mass (body tinted), opacified, flashed or having an absorbent or reflecting layer)"
700510,"Glass: float glass and surface ground or polished glass, in sheets, non-wired, having an absorbent or reflecting layer"
700521,"Glass: float glass and surface ground or polished glass, in sheets, non-wired, coloured throughout the mass (body tinted), opacified, flashed or merely surface ground"
700529,"Glass: float glass and surface ground or polished glass, in sheets, non-wired, (other than coloured throughout the mass (body tinted), opacified, flashed or merely surface ground)"
700530,"Glass: float glass and surface ground or polished glass, in sheets, wired glass, whether or not having an absorbent or reflecting layer"
700600,"Glass of heading no. 7003, 7004 or 7005: bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials"
700711,"Glass: safety glass, toughened (tempered), of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
700719,"Glass: safety glass, toughened (tempered), (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)"
700721,"Glass: safety glass, laminated, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
700729,"Glass: safety glass, laminated, (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)"
700800,Glass: multiple-walled insulating units of glass
700910,Glass: rear-view mirrors for vehicles
700991,"Glass mirrors: unframed, excluding rear-view mirrors for vehicles"
700992,"Glass mirrors: framed, excluding rear-view mirrors for vehicles"
701010,"Glass: ampoules, of a kind used for the conveyance or packing of goods"
701090,"Glass: carboys, bottles, flasks, jars, pots, phials and other containers of glass used for the conveyance or packing of goods"
701110,"Glass envelopes (including bulbs and tubes): open, and glass parts thereof, without fittings, for electric lighting"
701120,"Glass envelopes (including bulbs and tubes): open, and glass parts thereof, without fittings, for cathode-ray tubes"
701190,"Glass envelopes (including bulbs and tubes): open, and glass parts thereof, without fittings, other than for electric lighting and cathode-ray tubes"
701200,Glass: inners for vacuum flasks or other vacuum vessels
701310,"Glassware: of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018), of glass-ceramics"
701321,"Glassware: drinking glasses, of lead crystal"
701329,"Glassware: drinking glasses, not of glass-ceramics or lead crystal"
701331,"Glassware: of a kind used for table or kitchen purposes, (excluding drinking glasses), of lead crystal"
701332,"Glassware: of a kind used for table or kitchen purposes, of glass having a linear co-efficient of expansion not exceeding 5 x 10-6 per kelvin within a temperature range of 0-300 degrees C, (not of glass-ceramics)"
701339,"Glassware: used for table or kitchen purposes, (not of lead crystal or glass-ceramics or glass having a linear co-efficient of expansion not exceeding 5 x 10-6 per kelvin with a temperature range of 0-300 degrees c)"
701391,"Glassware: n.e.s. in heading no. 7013, of lead crystal"
701399,"Glassware: n.e.s. in heading no. 7013, other than of lead crystal"
701400,"Glassware: signalling, (not optically worked)"
701510,"Glasses for corrective spectacles: curved, bent, hollowed or the like, not optically worked"
701590,"Glasses: clock or watch and similar, glasses for non-corrective spectacles, curved, bent, hollowed etc, (not optically worked), hollow glass spheres and segments, for the manufacture of such glasses"
701610,"Glass cubes and other glass smallwares: whether or not on a backing, for mosaics or similar decorative purposes"
701690,"Multicellular or foam glass: in blocks, panels, plates, shells or similar forms: paving blocks, slabs, bricks and other articles of pressed or moulded glass"
